company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
KING TIDE WATER SOLUTIONS INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"792 Sw Falcon Street, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1434094,1,"SCHULMAN, HARRIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KLIMATE KING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"7405 Se Craig St, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823336,1,"BOWEN, DAVID JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KOOL AIR AND MORE LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34994,"1519 Northwest Lakeside Trail, Stuart, FL, 34994",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820181,1,"FANNING, TRAVIS MASON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"KRS PLUMBING SERVICES, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"8900 Southwest Chrysler Circle, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1429698,1,"SWEENEY, RANDALL D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KUEBLER MECHANICAL LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"2487 Sw Marquis Terrace, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820289,1,"OVERHOLSER, THOMAS EARL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
KYZAR AIR CONDITIONING AND PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Indiantown,Martin,34956,"16351 Sw Pinto Street, Indiantown, FL, 34956",,,,,,CFC,Certified Plumbing Contractor,CFC1433648,1,"SWIFT, PARKER H SR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"LEAKS R US, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2159 Sw Cameron Lane, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1430247,1,"BRANKER, CLYNTON JUDE SR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"LOCAL GUY AIR CONDITIONING SERVICES, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"1274 Sw Thelma St #7, Palm City, FL, 34990",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817689,1,"POWELL, DEREK J",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"LOGSDON, TIMOTHY JEFFREY",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1645 Ne Hilltop St, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821207,1,"LOGSDON, TIMOTHY JEFFREY",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
LUCIANO MECHANICAL L.L.C.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"9391 Se Athena St, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821185,1,"LUCIANO, ADAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
M & T INVESTMENT SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1524 NE Jens 1524 NE JENSEN BEACH BLVD, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815346,1,"MAZZILLI, MATT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MAC'S ELECTRIC, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34994,"272 Northwest Baker Road, Stuart, FL, 34994",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822046,1,"MCLENDON, MONTE PARKER",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MANGROVE PLUMBING SPECIALIST INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2159 Sw Cameron Lane, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1433128,1,"BRANKER, CLYNTON JUDE SR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MARIN SERVICES LLC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34996,"8 Knowles Rd, Stuart, FL, 34996",,,,,,CMC,Certified Mechanical Contractor,CMC1250675,1,"GUERRA, MATHEW",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MARTIN COUNTY AIR CONDITIONING AND HEATING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"8706 Se Alambama Pl, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821566,1,"HANNA, BRENTON SAFA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MASTERS PLUMBING, INC. OF MARTIN COUNTY",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"2551 Se Clayton St., Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1428579,1,"VAN ETTEN, ADAM J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MCDONALD MECHANICAL,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34996,"1260  Se Starfish Lane, Stuart, FL, 34996",,,,,,CMC,Certified Mechanical Contractor,CMC057168,1,"MCDONALD, KEVIN JOHN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MIAMI SHORES PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"4596 Se Top Of The Hill Ln., Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC019205,1,"MCLAUGHLIN, DENNIS MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MR. FREEZE AIR CONDITIONING & HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"3865  Nw Deer Oak Drive, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818746,1,"MILLER, COREY STERN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MY GUY AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2623 Sw Conch Cove, Palm City, FL, 34990",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823282,1,"OXMAN, CARL FREDERICK",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"OCEANFRONT AIR CONDITIONING AND REFRIGERATION, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"896 Sw Wood Creek Dr, Palm City, FL, 34990",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816844,1,"CHIMIENTI, NICHOLAS J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ONE CALL FLORIDA, INC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7804 Sw Ellipse Way, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1430774,1,"AMBROSIUS, ROBERT CARL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PALM AIR CONDITIONING AND APPLIANCE SERVICE, INC. OF FLORIDA",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"4989 Se Pine Ridge Way, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC056855,1,"PALMA, JOHN FRANCIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PALM CITY PLUMBING INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"11910 S.W. Parson Brown Ct., Palm City, FL, 34990",(772) 382-9590,palmcityplumbers.com,5,13,"Plumber, Drainage service, Hot water system supplier",CFC,Certified Plumbing Contractor,CFC1432178,1,"NAZZARO, JOHN JEFFREY",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
PALMER PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34996,"3340 Se Federal Hwy Suite 202, Stuart, FL, 34996",,,,,,CFC,Certified Plumbing Contractor,CFC039981,1,"PALMER, JAY DOUGLAS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PALMER PLUMBING TECHNOLOGIES INC.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"3340  Se Federal Hwy Suite 202, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1429361,1,"PALMER, JAY DOUGLAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PARAGON INDOOR AIR QUALITY,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7862 Sw Ellipse Way, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC049289,1,"SHARKEY, KEVIN MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PIONEER COOLING AND HEATING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1395 Ne Waveland Ave., Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817251,1,"EWING, MICHAEL J",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PIONEER PLUMBING OF STUART LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"4961 Se Post Terrace, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC057916,1,"RICE, WILLIAM ELLIOTT III",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PIPE-CONNECTION INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Port St. Lucie,Martin,34953,"2501 Sw Baer Street, Port St. Lucie, FL, 34953",,,,,,CFC,Certified Plumbing Contractor,CFC033824,1,"MARION, CECIL L",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PIPEPALS PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2985 Sw Sunset Trace Cir, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1431535,1,"MISHKOV, MARIN VALENTINOV",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PLUMBING BY BISHOP,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2297 Sw Golden Bear Way, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1429566,1,"AGER, JAMES M",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
POWERS PLUMBING CORP,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"3098 Sw Virginia  Av, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1429104,1,"POWERS, ROBERT",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"PRIORITY PLUMBERS, LLC",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7805  Sw Ellipse Way Unit 15A, Stuart, FL, 34997",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1431681; CMC1251356,2,"SHELLY, MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PROCALCS, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1296  Ne Oak Lane Dr., Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815254; CAC1821635,2,"PLATANIA, THOMAS VINCENT JR; POPPELL, DANA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PURE PLUMBING OF THE TREASURE COAST LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34994,"877 Nw 13Th Street, Stuart, FL, 34994",,,,,,RF,Registered Plumbing Contractor,RF11067942,1,"MANGELS, CHRISTOPHER RAYMOND",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
QUALITY PLUMBING & DRAINS INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"5261 Se Nassau Terrace, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1430284,1,"FIORETTO, ANTHONY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"RANGER AIR CONDITIONING SERVICE, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"9845 Se Federal Hwy, Hobe Sound, FL, 33455",,,,,,CMC,Certified Mechanical Contractor,CMC1250816,1,"BENNETT, RONALD MATTHEW SR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"RAZORBACK AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34991,"Po Box 471, Palm City, FL, 34991",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822878,1,"DELUCA, SALVATORE ADOLPH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RC LINDSEY PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"6368 Se Held Court #101, Stuart, FL, 34997",,,,,,CFC,Certified Plumbing Contractor,CFC1426711,1,"VOLLMER, ALAN KEVIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
REEL PROS AC AND REFRIGERATION,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1177 Ne Kubin Avenue, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822663,1,"COLLETTI, NICHOLAS JEFFREY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"REPLACE MY SINK, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"8740  Se Eagle Ave, Hobe Sound, FL, 33455",,,,,,CFC,Certified Plumbing Contractor,CFC1431113,1,"COBB, ROBERT D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RICCIARDI'S HEATING & AIR CONDITIONING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"7928 Se Sugar Pines Way, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816754; CAC1821856; CAC1825173,3,"BEAVERS, NICHOLAS KYLE; BENIGNO, CHRISTOPHER MICHAEL; BENIGNO, MICHAEL ANTHONY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROBERT'S COLD CONTROL,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34996,"133 Se Sailfish Lane, Stuart, FL, 34996",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821680,1,"VALONIS, ROBERT J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROW PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"8517 S E Sharon St, Hobe Sound, FL, 33455",,,,,,RF,Registered Plumbing Contractor,RF0067059,1,"WHITE, JAMES O",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
SAILFISH MECHANICAL LLC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"845  Sw Enterprise Way, Stuart, FL, 34997",,,,,,CMC,Certified Mechanical Contractor,CMC1250355,1,"MICOLO, JAMES MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SAL'S AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34991,"Po Box 471, Palm City, FL, 34991",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822552,1,"DELUCA, SALVATORE ADOLPH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SEABOARD AIR CONDITIONING AND HEATING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"1165 Se Westminster Pl, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825187,1,"ROBINSON, PHILIP A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SHARKEY AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7862 Sw Ellipse Way, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816853; CAC1823681,2,"SHARKEY, KEVIN MICHAEL; WIEGERINK, KATE MADELINE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SNOOK AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1164 Ne Crown Terrace, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819191,1,"SHAWVER, DANIEL W JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOSSI SERVICES,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"8360 Se Windham Street, Hobe Sound, FL, 33455",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824960,1,"SOSSI, NICHOLAS JOHN CARRATURO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTH FLORIDA CRANE AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2486 Sw Murano Pl, Palm City, FL, 34990",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819149,1,"MCGHAN, DAMIEN JAMES",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SOUTH FLORIDA PLUMBING AND ELECTRIC, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2095  Sw Mapp Rd, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1432267,1,"ALLEX, DONALD L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTH PARK PLUMBING INC OF MARTIN COUNTY,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Port Salerno,Martin,34992,"Po Box 768, Port Salerno, FL, 34992",,,,,,CFC,Certified Plumbing Contractor,CFC1426656,1,"WINTERCORN, JASON THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTH SHORE PLUMBING COMPANY OF THE TREASURE COAST,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"1565  Sw Martin Highway, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1429128,1,"ADDEO, LAWRENCE P",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTHFLO PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2207 Sw Danforth Cir, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1433265,1,"MACIAG, NOAH KIM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
STONE PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7811 Ellipse Way Unit C-6, Stuart, FL, 34997",(772) 444-6981,www.stoneplumbingservice.com,4.4,7,"Plumber, Service establishment, Pump supplier",RF,Registered Plumbing Contractor,RF11067879,1,"STONE, JEREMY",08/31/2027,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
STUART PLUMBING & SHEET METAL INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34994,"1317 Se Decker Ave, Stuart, FL, 34994",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1817119; CFC1428218,2,"DEMPSEY, ERNEST E JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SUB-ZERO COOLERS, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jensen Beach,Martin,34957,"1177 Ne Kubin Avenue, Jensen Beach, FL, 34957",,,,,,CAC,Certified Air Conditioning Contractor,CAC1825197,1,"COLLETTI, NICHOLAS JEFFREY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUBZERO HOME LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"10700 Southwest Greenridge Lane, Palm City, FL, 34990",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821204,1,"STIEGELMAN, JACQUES CHARLES",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SUNCHASER AIR AND HEAT INC.,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"3352 Sw Golden Lane, Palm City, FL, 34990",,,,,,CMC,Certified Mechanical Contractor,CMC056247,1,"TOUSSAINT, RORY GLENN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SWIFT SERVICES OF SOUTH FLORIDA, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Indiantown,Martin,34956,"16351 Sw Pinto Street, Indiantown, FL, 34956",,,,,,CFC,Certified Plumbing Contractor,CFC1431154,1,"SWIFT, PARKER H SR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TEAM PLUMBING COMPANY,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"3700 Sw Wood Creek Trail, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1426016,1,"ARRIGHI, SCOTT WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TECHNICON CONSULTING GROUP, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2105 Southwest Amarillo Lane, Palm City, FL, 34990",,,,,,CFC,Certified Plumbing Contractor,CFC1430738,1,"TINGBERG, FREDERICK HENRY JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TEEL PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hobe Sound,Martin,33455,"13103 Se Hobe Hills, Hobe Sound, FL, 33455",,,,,,CFC,Certified Plumbing Contractor,CFC1429602,1,"TEEL, ERIC SLOAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
THE PLUMBING COMPANY OF THE TREASURE COAST INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm City,Martin,34990,"2095  Sw Mapp Rd, Palm City, FL, 34990",(772) 223-8688,www.theplumbingco.net,4.4,70,"Plumber, Construction equipment supplier, Water softening equipment supplier",CFC,Certified Plumbing Contractor,CFC1425875; CFC1426630,2,"ALLEX, DONALD L; BAKER, DARRYL WAYNE",08/31/2028,data/companies.json (Google Maps scrape),FL DBPR Construction License Extract (Current + Active)
TIGHTHOUSE LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Stuart,Martin,34997,"7902 Se Paradise Ct, Stuart, FL, 34997",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815847,1,"CARPENTER, GARY G",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
