company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
"MY OWN MECHANICAL SERVICES, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"17616 N County Rd 225, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823246,1,"COURTNEY, KEITH ALLEN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"N. FLORIDA PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32607,"7609 S.W. 2Nd Place, Gainesville, FL, 32607",,,,,,CFC,Certified Plumbing Contractor,CFC057300; CFC1433206,2,"STRUNK, TIMOTHY WILLIAM JR; TORNESE, FRANK RICHARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
NEWMANS HEATING & AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32627,"Po Box 5425, Gainesville, FL, 32627",,,,,,CAC,Certified Air Conditioning Contractor,CAC058422,1,"NEWMANS, CHARLES EDWIN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
NORTH CENTRAL FLORIDA AIR CONDITIONING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32635,"Po Box 358604, Gainesville, FL, 32635",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1432205; CMC1250824,2,"WALSH, RAYMOND MATTHEW",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
NORTHWOOD COOLING HEATING AND APPLIANCE SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32605,"3701 N W 23Rd Place, Gainesville, FL, 32605",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814783,1,"LEVANGIE, DAVID GEORGE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"NOSKO, FRANKLIN DENNIS",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32615,"221 Turkey Creek, Alachua, FL, 32615",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813718,1,"NOSKO, FRANKLIN DENNIS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
NOTTINGHAM AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32653,"6512 Nw 37 Drive, Gainesville, FL, 32653",,,,,,CAC,Certified Air Conditioning Contractor,CAC057027,1,"NOTTINGHAM, JOHN STEVEN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
OAKMONT CPM LLC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32608,"8585 Southwest 26Th Lane, Gainesville, FL, 32608",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFCA57338; CMCA57031,2,"WISHART, THOR DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
OCT PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Micanopy,Alachua,32667,"13124  Sw Williston Rd, Micanopy, FL, 32667",,,,,,CFC,Certified Plumbing Contractor,CFC1430653,1,"SHARPE, JOSHUA CHRISTOPHER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PALMER PORTER PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"4420 Nw 70Th Terrace, Gainesville, FL, 32606",,,,,,CFC,Certified Plumbing Contractor,CFC1429477,1,"PORTER, PALMER OWENS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PARADIGM PROPERTIES MANAGEMENT TEAM INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32601,"220 N Main Street, Gainesville, FL, 32601",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820161,1,"WHEELER, MICHAEL SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
PERFORMANCE HEATING & AIRCONDITIONING INC OF GAINESVILLE,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"9423 N Cr 225, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818001,1,"COURTNEY, THOMAS A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
POLAR MECHANICAL SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"17616 N County Rd 225, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823278,1,"COURTNEY, KEITH ALLEN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PRECISION PLUMBING SERVICES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Newberry,Alachua,32669,"311 Sw 226Th Street, Newberry, FL, 32669",,,,,,CFC,Certified Plumbing Contractor,CFC057639,1,"PADGETT, RONNIE LEE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
PRECISION TECH HEATING & AIR LLC,HVAC / Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32616,"P O Box 877, Alachua, FL, 32616",,,,,,"CAC, CMC",Certified Air Conditioning Contractor; Certified Mechanical Contractor,CAC058607; CMC1249721,2,"ROWE, DAVID JOHN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PREFERRED PLUMBING OF GAINESVILLE, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Archer,Alachua,32618,"12616 Sw 89Th Ave, Archer, FL, 32618",,,,,,CFC,Certified Plumbing Contractor,CFC1429311,1,"KNUTH, DARREL THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"PRITCHARD HEATING & AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Newberry,Alachua,32669,"25320 Sw 15 Avenue, Newberry, FL, 32669",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816797,1,"PRITCHARD, ROBERT JOSEPH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"QUALITY AIR USA, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32635,"Po Box 357428, Gainesville, FL, 32635",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819328,1,"ANSMAN, CHARLES E",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
RADIANT PROPERTY MANAGEMENT INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32615,"9715 Nw 187Th Terr, Alachua, FL, 32615",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820995,1,"GARNER, HARRY JAMES JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"RAY FRENCH AIR CONDITIONING & HEATING, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"2915 Ne 20Th Way, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816705,1,"PINO, CHARLES NICHOLAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
RAYS METAL WORKS INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32616-0700,"Po Box 700, Alachua, FL, 32616-0700",,,,,,RM,Registered Mechanical Contractor,RM0023842,1,"BURNSED, BENJAMIN RAY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
REVIVAL PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Newberry,Alachua,32669,"25051 Nw 4Th Ave, Newberry, FL, 32669",,,,,,CFC,Certified Plumbing Contractor,CFC1434499,1,"NAVARRO, FRANCISCO III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"RONALD L. SULLIVAN HEATING & AIR CONDITIONING, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32605,"4138 Nw 16Th Drive, Gainesville, FL, 32605",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817415,1,"SULLIVAN, CLINTON EUGENE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"RR PERNINI, LLC",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Hawthorne,Alachua,32653,"14202 Se 173 Place, Hawthorne, FL, 32653",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC026573; CMC056869,2,"PERNINI, RICHARD RUDOLPH",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SANTA FE AIR CONDITIONING AND REFRIGERATION, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"5200 Nw 43Rd Street Ste 102-122, Gainesville, FL, 32606",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819618,1,"LOTTINVILLE, DAVID LEROY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SCARBOROUGH PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"4647 Nw 6Th Street Suite I, Gainesville, FL, 32609",,,,,,CFC,Certified Plumbing Contractor,CFC1428258,1,"SCARBOROUGH, JOSHUA B",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
SCOTT NIEHAUS AIR CONDITIONING & HEATING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,New Berry,Alachua,32669,"14260  Sw Newberry Rd., #365, New Berry, FL, 32669",,,,,,CAC,Certified Air Conditioning Contractor,CAC057109,1,"NIEHAUS, SCOTT ALLEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SEMS OF GAINESVILLE, INC.",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32608,"5015 Sw 91St Ter Ste 200, Gainesville, FL, 32608",,,,,,CMC,Certified Mechanical Contractor,CMC057176,1,"BLEKE, JAMES E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SF MECHANICAL INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32615,"25908 Nw County Rd 239, Alachua, FL, 32615",,,,,,CAC,Certified Air Conditioning Contractor,CAC1824804,1,"STIDHAM, MILES LEE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SOUTHEASTERN MECHANICAL SOLUTIONS, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Archer,Alachua,32618,"6416 Sw 138Th St, Archer, FL, 32618",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819813,1,"GROSS, ANDREW ALLEN PAUL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SOUTHERN AIR SALES & SERVICE, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"2105 N W 102Nd Place, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816928,1,"PERKINS, FRANK LEE III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"SOUTHERN SITE & POWER CONSTRUCTION, LLC",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32614,"Po Box 142846, Gainesville, FL, 32614",,,,,,CMC,Certified Mechanical Contractor,CMC1250745,1,"STOKES, LISA ANNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SOUTHERN SOLUTIONS AIR & HEAT LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"2910 Nw 156Th Avenue, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823760,1,"LEE, JACOB P",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"STELLAR SERVICES OF NORTH FLORIDA, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32627,"Po Box 5909, Gainesville, FL, 32627",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816676,1,"SUMNER, JOSHUA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUN-TEK COMFORT SOLUTIONS LLC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"4623 Nw 30Th Ave, Gainesville, FL, 32606",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819585,1,"NGUYEN, SONNY ALLEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUNSHINE SERVICES,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32635,"Po Box 358604, Gainesville, FL, 32635",,,,,,"CAC, CFC, CMC",Certified Air Conditioning Contractor; Certified Mechanical Contractor; Certified Plumbing Contractor,CAC1824648; CFC1433393; CFC1434120; CMC1251509,4,"BENIMETZKY, YHONATAN; WALSH, RAYMOND MATTHEW; WOODSON, JAMES EUGENE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
SUNSTATE SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32607-1308,"530 Nw 101 Terr, Gainesville, FL, 32607-1308",,,,,,CAC,Certified Air Conditioning Contractor,CAC036934,1,"HASSAN, SYED S",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"SWAMP CITY PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32608,"4625 Sw 47Th Way, Gainesville, FL, 32608",,,,,,CFC,Certified Plumbing Contractor,CFC1425972,1,"FAIRROW, NATHAN JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
T & T HANDYMAN & APPLIANCE SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"2503 Ne 12Th St, Gainesville, FL, 32609",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815213,1,"MITCHELL, TODD RICHARD SR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TAYLOR'D HVAC SERVICES, INC.",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,High Springs,Alachua,32643,"21518 Northwest 200Th Avenue, High Springs, FL, 32643",,,,,,"CFC, CMC",Certified Mechanical Contractor; Certified Plumbing Contractor,CFC1430684; CMC1250354,2,"HANCOCK, JUSTIN TAYLOR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TEMP CONTROL SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Micanopy,Alachua,32667,"11226 Us 441 S, Micanopy, FL, 32667",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817953,1,"FARWELL, JOSHUA JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
THAD HOWARD PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,New Berry,Alachua,32669,"29508 Sw 30Th Ave, New Berry, FL, 32669",,,,,,CFC,Certified Plumbing Contractor,CFC035689,1,"HOWARD, THADIUS E",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
THE ARK HEATING & AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"14293 Nw 29Th Ave, Gainesville, FL, 32606",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823130,1,"VALENTIN, FERNANDO",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
THE COOL COMPANY HEATING & AIR CONDITIONING,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"5200 Nw 43Rd St Ste 102-171, Gainesville, FL, 32606",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823477,1,"ROTHSTEIN, RAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TIGER PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32635,"Po Box 357308, Gainesville, FL, 32635",,,,,,CFC,Certified Plumbing Contractor,CFC045998,1,"DYKEHOUSE, DARREL SCOTT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TITLETOWN PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32609,"4639 Nw 6 St Suite D, Gainesville, FL, 32609",,,,,,CFC,Certified Plumbing Contractor,CFC1428033,1,"ARLEDGE, RODRICK WAYNE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TODAY'S HEATING & AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lacrosse,Alachua,32658,"Po Box 147, Lacrosse, FL, 32658",,,,,,CAC,Certified Air Conditioning Contractor,CAC012076,1,"HUNT, RICHARD A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
TOTALTEMP SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Alachua,Alachua,32615,"6606 Nw 160 St, Alachua, FL, 32615",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814239,1,"LOPEZ, ROY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ZAGRO PLUMBING L.L.C.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Gainesville,Alachua,32606,"3408 Nw 52Nd Ter, Gainesville, FL, 32606",,,,,,CFC,Certified Plumbing Contractor,CFC1432157,1,"POURHEYDARI TAFT, HAMED",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIR ADVANCEMENTS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sanderson,Baker,32087,"19735 Noah Raulerson Road, Sanderson, FL, 32087",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815650,1,"CHANCEY, JASON R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIR POWER HEATING & AIR OF N FL INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St. Mary,Baker,32040,"9964 Riveroaks Circle, Glen St. Mary, FL, 32040",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815504,1,"CRUTCHER, KENNETH L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ALL AROUND PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"519 Lissie Crt, Macclenny, FL, 32063",,,,,,RF,Registered Plumbing Contractor,RF11067829,1,"SAPP, JOSHUA DAVID",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
"AMERICAS AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"12292 Clet Harvey Rd, Glen St Mary, FL, 32040",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818107,1,"ROBINETTE, JEREMIAH DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
APPLIANCE DOCTOR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"5190 Creekside Oaks Lane, Macclenny, FL, 32063",,,,,,RA,Registered Air Conditioning Contractor,RA0067011,1,"FARNESI, VINCENT J",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
"BEST BUILT CONSTRUCTION, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"6315 North River Circle, Macclenny, FL, 32063",,,,,,CFC,Certified Plumbing Contractor,CFC1433573,1,"BURNSED, DONALD RAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"BETTER ROOTER, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"33 Jule Road, Macclenny, FL, 32063",,,,,,CFC,Certified Plumbing Contractor,CFC1428838,1,"COYLE, EDWARD J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"CAUSEY CONSTRUCTION, INC",Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"Po Box 1258, Macclenny, FL, 32063",,,,,,CMC,Certified Mechanical Contractor,CMC1250107,1,"CAUSEY, CARROLL B",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"COMBS BUILDERS, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"5868 Harry Rewis Road, Macclenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821267,1,"COMBS, DUSTIN LEE",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
CRENGRAVE MECHANICAL LLC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sanderson,Baker,32087,"11473 Oscar Thomas Trail, Sanderson, FL, 32087",,,,,,CMC,Certified Mechanical Contractor,CMC1251510,1,"CRENSHAW, BRETT WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
CROCKETT PLUMBING COMPANY INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sanderson,Baker,32087,"11331 Pender Raulerson Road, Sanderson, FL, 32087",,,,,,CFC,Certified Plumbing Contractor,CFC057741,1,"CROCKETT, WILLIAM JOHN III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"DAVIS HEATING & AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"7559 Odis Yarbrough Rd, Glen St Mary, FL, 32040",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823071,1,"DAVIS, ROBERT F III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"DEPENDABLE HEATING, AIR CONDITIONING & ELECTRICAL CONTRACTOR INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"7 N. 4Th Street, Macclenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC057649,1,"GRAY, OSCAR HALL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"EAST COAST PLUMBING SOLUTIONS, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Sanderson,Baker,32087,"13955 Church St, Sanderson, FL, 32087",,,,,,CFC,Certified Plumbing Contractor,CFC1433825,1,"MILTON, CODY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"FOSTER'S GENERAL CONTRACTING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040,"10174 Hilliand Ave, Glen St Mary, FL, 32040",,,,,,CFC,Certified Plumbing Contractor,CFC1431291,1,"FOSTER, ROBERT D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JACARANDA AIR CONST INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Glen St Mary,Baker,32040-5136,"13114 Hello Darlin Drive, Glen St Mary, FL, 32040-5136",,,,,,CAC,Certified Air Conditioning Contractor,CAC048101,1,"CAMPBELL, ASTON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JOHN WILLIAMS PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Macclenny,Baker,32063,"109  South College St., Macclenny, FL, 32063",,,,,,CFC,Certified Plumbing Contractor,CFC056961,1,"WILLIAMS, JOHN DANIEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
JTM COMFORT SVCS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Maccllenny,Baker,32063,"4515 Raintree Dr, Maccllenny, FL, 32063",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816934,1,"MULLIS, JAMES TROY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
